Brand,Price,Rating,Ratings Count,Condition,Seller Note,Processor,Screen Size,Manufacturer Color,Color,Ram Size,SSD Capacity,GPU,Processor Speed,Type,Release Year,Maximum Resolution,Model,OS,Features,Hard Drive Capacity,Country Region Of Manufacture,Storage Type
HP,$85.00 ,,,"UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab","“Great Condition. Each unit has been professionally refurbished and is in full functioning ...  Read moreabout the seller notes“Great Condition. Each unit has been professionally refurbished and is in full functioning condition. The device has also been cleaned and tested by our in-house computer technicians. May have some scratching on the top or bottom, screens are in good condition.” Read Lessabout the seller notes ",Intel Celeron N,11.6 in,,Gray and Black,4 GB,16 GB,Intel HD Graphics,2.16 GHz,Notebook/Laptop,,1366 x 768,HP Chromebook 11 G4,Chrome OS,"WiFi,  Headphone Mic Combo Jack,  Bluetooth,  Built-in Webcam",16 GB,,eMMC
Apple,$461.24 ,,,"UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab","“Products are tested, and confirmed to be 100% fully functional. These devices may show cosmetic ...  Read moreabout the seller notes“Products are tested, and confirmed to be 100% fully functional. These devices may show cosmetic signs of previous use such as marks on the screen, dints, slightly worn keys or touchpad and heavy scratches. The device may have BIOS Lock or have under 80% original battery. This does not affect the usability and performance of the device. Includes 12-month warranty.” Read Lessabout the seller notes ",Intel Core i5 8th Gen.,13.3 in,,,16 GB,512 GB,,1.40 GHz,Notebook/Laptop,2019,,"Apple MacBook Pro 13""",macOS Ventura,,,,SSD (Solid State Drive)
HP,$110.95 ,,,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab ",,Intel Celeron N,14 in,,White,4 GB,64 GB,Intel UHD Graphics,1.10 GHz,Notebook/Laptop,,1366 x 768,47X83UA#ABA,Windows 11 Home,Touchscreen,64GB,,eMMC
Dell,$363.00 ,,,"UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab","“Tested for 100% Functionality. This is a laptop is in Good condition, with minimal signs of wear. ...  Read moreabout the seller notes“Tested for 100% Functionality. This is a laptop is in Good condition, with minimal signs of wear. All our computers are inspected, configured, tested, cleaned and packaged” Read Lessabout the seller notes ",Intel Core i7 8th Gen.,14 in,,Black,16 GB,512 GB,Intel UHD Graphics 620,1.9 GHz - 4.20 GHz,Notebook/Laptop,,,Dell Latitude 7490,Windows 11 Pro,"10/100 LAN Card, Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Optane Memory, Touchscreen, Wi-Fi",,,SSD (Solid State Drive)
Dell,$55.99 ,,,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab ",,Intel Core i3 8th Gen.,15.6 in,,,,,,,,,,Dell Inspiron 15 3000,,,,,
HP,$135.00 ,,,"UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab","“Completely refur with new O/S load, tested, and complete with new ac power adapter”",Intel Core i7,15.6 in,,Silver,8 GB,256 GB,NVidia Quadro 2000M,2.20 GHz,Notebook/Laptop,,1920 x 1080,HP EliteBook 8560P,Windows 11 Home,"10/100 LAN Card, Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Multi-Touch Trackpad, Touch Bar, Wi-Fi",256 GB,,SSD (Solid State Drive)
Dell,$464.39 ,,,"UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab","“Laptop is in perfect fully functional condition, comes with original power adapter.”",Intel Core i5 10th Gen.,15.6 in,,,16 GB,512 GB,NVIDIA Quadro T1000,2.60 GHz,Laptop,,2220x1080,Dell Precision 15 5550,,,,,SSD (Solid State Drive)
Dell,$299.90 ,,,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...  Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitionsopens in a new window or tab ",,Intel Core i3 12th Gen.,15.6 in,,Carbon Black,8 GB,256 GB,,,Notebook/Laptop,,1920 x 1080,Dell Inspiron 15 3520,Windows 11 Home,,512 GB,,SSD (Solid State Drive)
,$195.67 ,,,"Excellent - RefurbishedThe item is in like-new condition, backed by a one year warranty. It has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details. See all condition definitionsopens in a new window or tab",“Product NEW NEUF =====> 20% supplementaire en utilisant le code : REFURBFR23Product NEW  =====> 20% ...  Read moreabout the seller notes“Product NEW NEUF =====> 20% supplementaire en utilisant le code : REFURBFR23Product NEW  =====> 20% additional using the code: REFURBFR23” Read Lessabout the seller notes ,,,,,,,,,,,,,,,,,
Lenovo,$170.00 ,,,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab ",,Intel Core i5 8th Gen.,15.6 in,,Black,8 GB,256 GB,Intel UHD Graphics 620,1.70 GHz,Notebook/Laptop,,1920 x 1080,Lenovo Thinkpad T580,Windows 11 Pro,,256 GB,,SSD (Solid State Drive)
Getac,$289.99 ,,,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab ",,Intel Core i7 6th Gen.,11.6 in,,,16 GB,256 GB,Intel HD Graphics 520,2.50 GHz,Tablet Computer,,1366 x 768,F110 G3,Windows 7,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Rugged,  Stylus,  Touchscreen,  Wi-Fi",256 GB,China,SSD (Solid State Drive)
HP,$395.00 ,,,"UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab","“HP ZBook Firefly 14 G7 Mobile Workstation. Excellent Laptop, Intel Core i7-10th Gen, 1TB NVME SSD, ...  Read moreabout the seller notes“HP ZBook Firefly 14 G7 Mobile Workstation. Excellent Laptop, Intel Core i7-10th Gen, 1TB NVME SSD, 32 GB RAM and 14-inch FHD Touchscreen. It's in excellent condition laptop. Top casing (lid) and  Bottom base show light signs of use. Screen, Keyboard, Palmrest, Touchpad are in excellent condition. Battery is in good condition and holds charge. Genuine HP charger is included” Read Lessabout the seller notes ",Intel Core i7 10th Gen.,14 in,,,32 GB,1 TB,NVIDIA Quadro P520,1.80 GHz,Notebook/Laptop,,1920 x 1080,HP ZBook Firefly 14 G7 Mobile Workstation,Windows 11,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Touchscreen,  Wi-Fi,  IR Camera for Hello Windows Feature,  Fingerprint Reader,  Bang & Olufsen Audio,  Stereo Speakers,  Smart Card Reader,  720p Webcam,  Full HD WLED backlight Display",1TB SSD,China,SSD (Solid State Drive)
HP,$49.95 ,,,"UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab","“Used in working condition. May have scratches, scuffs, marks on screen, and general signs of use.”",Intel Celeron,14 in,,Gray,8 GB,32 GB,,1.10 GHz,Notebook/Laptop,2018,1366 x 768,HP Chromebook 14 G5,Chrome OS,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Wi-Fi",32 GB,,eMMC
Gateway,$84.49 ,,,"For parts or not workingAn item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, or items missing essential components. See the seller’s listing for full details. See all condition definitionsopens in a new window or tab","“HARDWARE - THIS DEVICE IS MISSING MULTIPLE PARTS. MISSING; STORAGE/OS, AND MEMORY. COSMETIC - THIS ...  Read moreabout the seller notes“HARDWARE - THIS DEVICE IS MISSING MULTIPLE PARTS. MISSING; STORAGE/OS, AND MEMORY. COSMETIC - THIS SCREEN IS CRACKED! THERE IS SCUFFING & WEAR AND TEAR ON THE BOTH SIDES OF THE LAPTOP CASING.CONDITON - PURCHASE FOR PARTS ONLY!” Read Lessabout the seller notes ",Intel Core i3-1115G4,"15.6""",,,,,,3.00GHz,Notebook/Laptop,,,Gateway GWNC31514-BL,,"10/100 LAN Card, Built-in Microphone, Built-in Webcam, Multi-Touch Trackpad",,,HDD (Hard Disk Drive)
Dell,$929.99 ,,,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...  Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitionsopens in a new window or tab ",,Intel Pentium 3825U 1.90GHz,17.3 in,,Black,16 GB,1 TB,,1.90 GHz,Notebook/Laptop,2023,1600 x 900,,Windows 11 Home,"10/100 LAN Card, Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Multi-Touch Trackpad, Optical Drive, Wi-Fi",1 TB SSD Solid State Drive,,SSD (Solid State Drive)
