Brand,Price,Currency,Color,Features,Condition,Condition Description,Seller Note,GPU,Processor,Processor Speed,Processor Speed Unit,Type,Width of the Display,Height of the Display,OS,Storage Type,Hard Drive Capacity,Hard Drive Capacity Unit,SSD Capacity,SSD Capacity Unit,Screen Size (inch),Ram Size,Ram Size Unit
hp,415.0,$,other,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Convertible 2-in-1 Laptop/Tablet",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",in very good condition. item may have scratches on the cover but the screen is in excellent condition.,intel,intel core i7 8th generation,1.90,GHz,notebook/laptop,3000,2000,windows,ssd,1,tb,128,gb,13,16,gb
dell,209.0,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","previously used, professionally refurbished. see photos and description for details. comes with a charger. r2 cosmetic condition: a r2 functional condition: key functions working",nvidia,intel core i7-6820hq,2.70,GHz,other,1920,1080,windows,ssd,,unknown,256,gb,15.6,16,gb
dell,750.0,$,other,,Open box,"An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.","it's a new laptop sealed plastic pack guaranteed never used, only missing the original box. comes with a genuine charger, power cord. it has warranty onsite through late 2024.",other,intel core i5 8th generation,2.60,GHz,notebook/laptop,,,windows,ssd,256,gb,256,gb,14,32,gb
dell,140.0,$,multicolor,"100/1000GB LAN Card,  Dell Docking Station Port,  10/100 LAN Card,  Built-in Microphone,  Widescreen Display,  Wi-Fi",Very Good - Refurbished,"The item shows minimal wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to very good condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",fully tested one year warranty,other,intel core i5 3rd generation,2.60,GHz,notebook/laptop,1600,900,windows,hdd/ssd,,unknown,,unknown,14,,unknown
dell,90.0,$,black,"10/100 LAN Card, Built-in Microphone, Built-in Webcam, Multi-Touch Trackpad, Optical Drive, Rugged, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","refurbished and ready to use - fresh install windows 7 pro 64 bit - 15.6"" hd screen - intel celeron 1.6 ghz. processor - intel hd graphics - 4 gb ram - 500 gb hard drive - cd/dvdrw - ethernet port - wifi - webcam - hdmi - battery included, takes charge - charger included - unit shows signs of previous use such as scratch, scuff, ding or dent on outer casing, top cover, see actual photos",intel,intel celeron n3050,1.6,GHz,notebook/laptop,1024,768,windows,hdd/ssd,500,gb,,unknown,15.6,4,gb
lg,310.0,$,white,"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","device is 100% fully functional and in very good physical condition. the screen will typically show light scratches. expect minor amounts of wear in the form of scratches, minor dents and/or black markings on the housing. this device has a maximum battery capacity of 77.88% at full charge. this device has wear on the keyboard due to contact with the screen, this does not impact the functionality of the device. please reference actual photos and listing for further details.",intel,intel core i5 10th generation,1.20,GHz,notebook/laptop,1920,1080,windows,ssd,,unknown,256,gb,14,8,gb
other,413.2,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,105.0,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,intel core i5 3rd generation,2.80,GHz,notebook/laptop,1920,1080,windows,ssd,,unknown,,unknown,14,4,gb
lenovo,899.0,$,other,"Bluetooth, Wi-Fi",Open box,"An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.",without box,intel,intel core i5 13th generation,4.60,GHz,notebook/laptop,1920,1200,windows,ssd,256,gb,256,gb,14,,unknown
dell,45.0,$,black,Touchscreen,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,amd,intel celeron,2.16,GHz,notebook/laptop,1366,768,chrome,ssd,4,gb,16,gb,11.6,4,gb
asus,100.0,$,silver,"Bluetooth, Built-in Microphone, Backlit Keyboard, Force Touch Trackpad, Multi-Touch Trackpad, Built-in Webcam, Wi-Fi, Rugged",Undefined,Undefined,undefined,intel,intel celeron n,1.10,GHz,notebook/laptop,1366,768,chrome,emmc,32,gb,32,gb,14,4,gb
other,1439.0,$,silver,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,intel,13th gen intel® core™ i9-13900h processor,,unknown,notebook/laptop,,,windows,ssd,,unknown,1,tb,16,16,gb
asus,105.0,$,gray,"Wi-Fi, Multi-Touch Trackpad, Built-in Microphone, Built-in Webcam, Rugged, Bluetooth",Undefined,Undefined,undefined,intel,intel celeron,1.10,GHz,other,1366,768,chrome,emmc,32,gb,32,gb,11.6,32,gb
dell,458.5,$,other,"10/100 LAN Card,  Wi-Fi,  SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,nvidia,intel core i5 4th generation,2.60,GHz,notebook/laptop,1280,720,windows,unknown,,unknown,960,gb,14,,unknown
other,423.0,$,other,"10/100 LAN Card, Optical Drive, Wi-Fi, Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,3.00,GHz,notebook/laptop,1280,720,windows,ssd,,unknown,120,gb,15.6,,unknown
hp,319.5,$,silver,"Built-in Microphone, Built-in Webcam, Wi-Fi, Finger Print Reader",Certified - Refurbished,"The item is in a pristine, like-new condition. It has been professionally inspected, cleaned, and refurbished by the manufacturer or a manufacturer-approved vendor to meet manufacturer specifications. The item will be in new packaging with original or new accessories. See the seller's listing for full details.",it is factory certified refurb in hp brown box and comes with 2 year allstate warranty (valid in usa only).,amd,amd ryzen 3,4.10,GHz,notebook/laptop,1600,900,windows,ssd,,unknown,256,gb,17,8,gb
lenovo,150.0,$,black,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Optical Drive,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","item is seller refurbished, fully tested. not responsible for technical support! machines may show signs of heavy office use, wear scratches across case, rubber screw covers or bumpers may be missing or damaged. no case damage (other than scratches) cosmetic damage in no way affects the way these machines run as they work great. battery is tested to charge, hold a charge, and run the machine from the charge.",other,i5-7200u,2.50,GHz,notebook/laptop,,,windows,ssd,,unknown,256,gb,15.6,16,gb
