Course Title,Rating,Level,Duration,Schedule,Review,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url
Blockchain and Business,4.7,,28 hours (approximately),Flexible schedule,405 reviews,"Explain how blockchain technology will transform business structures, roles, and functionsDescribe seven new blockchain business modelsIdentify some strategic approaches to managing intellectual property with blockchain technologiesIdentify the layers comprising the blockchain technology stack, and describe how each of these affects the governance of a blockchain ecosystem",[],"['Decentralizing the Enterprise', 'Blockchain Business Models', 'Blockchain and the C-Suite', 'Blockchain Consortia', 'Leadership for the Web3 Era', 'Blueprint for a New Social Contract']","['Alex Tapscott', 'Don Tapscott']",['INSEAD'],Personal Development,https://www.coursera.org/learn/blockchain-business
Game Design Document: Define the Art & Concepts,4.7,Intermediate level,16 hours (approximately),Flexible schedule,249 reviews,,[],"['Week 1: Ideation', 'Week 2: Prototyping and Playtesting', 'Week 3: Prototyping and Playtesting continued', 'Week 4: Visualization', 'Week 5: Visualization continued', 'Week 6: Presentation', 'Week 7: Final Review']",['Théotime Vaillant'],['California Institute of the Arts'],Personal Development,https://www.coursera.org/learn/game-design-document
Ready to Roll – The Video Production Process,5.0,Beginner level,58 hours (approximately),Flexible schedule,11 reviews,How to operate a prosumer camcorder in manual mode.How to identify certain shots and camera moves.To frame shots using the Rule of Thirds.To shoot Sequences that promote continuity.,"['Storytelling', 'Framing', 'Video Production', 'video']","['Setting Up', 'The Approach to Getting Shots', 'Writing with Light', 'Controlling What the Viewers See', 'Shooting for the Edit', 'Getting Sound', 'Lighting the Shot']","['Paul Daugherty', 'Emilie Johnson']",['University of Colorado Boulder'],Personal Development,https://www.coursera.org/learn/ready-to-roll-the-video-production-process
Content Strategy for Professionals: Engaging Audiences,4.6,,5 hours (approximately),Flexible schedule,688 reviews,,"['Content Creation', 'Persona (User Experience)', 'Brand Management', 'Content Marketing']","['Introduction to Content Strategy ', 'Audiences and Brand', 'Experiences and Voice']","['John Lavine', 'Randy Hlavac', 'Candy Lee']",['Northwestern University'],Personal Development,https://www.coursera.org/learn/engagement-strategy
Professional Skills for International Business,4.7,,19 hours (approximately),Flexible schedule,915 reviews,,"['Delegation', 'Personal Branding', 'Leadership', 'Management']","['Creating A Positive First Impression', 'Becoming A Role Model In The Workplace', 'Effective Time and Resource Management', 'Networking']",['David James'],['University of London'],Personal Development,https://www.coursera.org/learn/professional-skills-networking
"Creative Design, Prototyping, and Testing",4.1,Beginner level,11 hours (approximately),Flexible schedule,68 reviews,"Translate product ideas into tangible assetsCreate wireframes, 3D renderings, and prototypesDevelop the minimum viable product (MVP)Test assumptions and validate customer interests","['Product Management', 'product design', 'Prototyping', 'Product Development', 'User Experience (UX)']","['Introduction to Creative Design, Prototyping, and Testing', 'Development Processes and Organizations', 'Concept Generation and Selection', 'Product Design and Architecture', 'Principles of Prototyping and User Experience', 'Wireframing and Prototyping Models', 'Robust Design Considerations', 'Testing and Troubleshooting', 'Project Management', 'Final Thoughts']","['Dr. James V. Green', 'Cait von Schnetlage']","['University of Maryland, College Park']",Personal Development,https://www.coursera.org/learn/creative-design-prototyping-testing
Coaching Conversations,4.7,Beginner level,23 hours (approximately),Flexible schedule,290 reviews,,[],"['Missing Deadlines and Dealing with Change', 'Former High Performer & Consistently Late to Work', 'Dealing with Difficult Colleagues & Coaching the Coach', 'Key Takeaways for Effective Coaching', 'Milestone 3: Demonstrate Your Ability to Coach Effectively']",['Kris Plachy'],"['University of California, Davis']",Personal Development,https://www.coursera.org/learn/coaching-conversations
Gestion et Politique de l'eau ,4.6,,Approx. 17 hours to complete,Flexible schedule,228 reviews,,[],"[""Module 1: De la définition d'une ressource aux idéaux de la gestion communautaire"", 'Module 2: Les règles de la ressource, leurs usages et leur contournement', 'Module 3: De la Gestion Intégrée des Ressources en Eau (GIRE) au Nexus Eau-Énergie-Nourriture et Écosystèmes', 'Module 4: La gestion intégrée par bassin versant', ""Module 5: L'eau comme facteur de conflit et de coopération""]","['Géraldine Pflieger', 'Christian Bréthaut']",['University of Geneva'],Personal Development,https://www.coursera.org/learn/gestion-eau
How to Network: Leading Yourself to Lead Others,4.5,Beginner level,Approx. 25 hours to complete,Flexible schedule,17 reviews,"Build a networking mindset.Create your own action plan to live out your purpose, both personally and professionally.Examine your purpose, analyze your personal brand, and learn about networking with confidence.","['Personal Branding', 'Business', 'Relationships', 'Networking']","['The Connection Between Leadership, Purpose and Networking', 'The Networking Mindset and the Networking Process', 'Self-Leadership', 'Leading Others']",['Klementina X. Sula'],['University of Michigan'],Personal Development,https://www.coursera.org/learn/how-to-network
Gestión de redes sociales,4.9,Beginner level,12 hours (approximately),Flexible schedule,238 reviews,Cómo establecer y gestionar una presencia en redes socialesCómo crear una marca y un tono de voz para construir presencia en las redes socialesCómo administrar un calendario de contenido para crear presencia en las redes socialesCómo evaluar el rendimiento del contenido en las redes sociales e iterar y optimizar el rendimiento,"['Brand', 'Social Media', 'Evaluation', 'Audit']","['Establecer tu presencia', 'Contenido para redes sociales', 'Gestión de contenido para redes sociales', 'Evaluar tus acciones']",['Anke Audenaert'],['Meta'],Personal Development,https://www.coursera.org/learn/gestion-de-redes-sociales
Human Resources Management Capstone: HR for People Managers,4.8,,14 hours (approximately),Flexible schedule,727 reviews,,"['Human Resources (HR)', 'Compensation Analysis', 'Performance Management']","['Welcome and Getting Started', 'Milestone 1: Identifying the Internal and External Context', 'Milestone 2: Recruiting and Selecting Employees', 'Milestone 3: Managing Employee Performance', 'Milestone 4: Managing Employee Compensation and Rewards', 'Submitting the Final Project', 'Reflection and Congratulations']","['John W. Budd', 'Larry Bourgerie', 'Alan Benson', 'Amy Simon']",['University of Minnesota'],Personal Development,https://www.coursera.org/learn/human-resources-management-capstone
UX Design: From Concept to Prototype,4.8,Beginner level,15 hours (approximately),Flexible schedule,267 reviews,Define and scope the design problemCreate user stories and storyboards to transform information about user needs into design conceptsDevelop prototypes from elements of interactions and low-to-high fidelity mockups,"['Storyboarding', 'User Experience (UX)', 'Website Wireframe', 'Prototyping', 'User Experience (UX)']","['Introduction to the Design Process', 'Ideation', 'Design Constraints and Making Choices', 'Building Blocks of User Interaction', 'Low to Hi-Fidelity Prototyping', 'Conceptual Issues in Prototyping and Design']",['Predrag Klasnja'],['University of Michigan'],Personal Development,https://www.coursera.org/learn/ux-design-concept-wireframe
eHealth: More than just an electronic record,4.6,,Approx. 12 hours to complete,Flexible schedule,311 reviews,,[],"['Module 1 - What is eHealth?', 'Module 2 - Health in our Hands', 'Module 3 - Data and the ""Quantified Self""', 'Module 4 - Interacting with Health Professionals using New Technologies', 'Module  5 - eHealth in Professional Practice']",['Tim Shaw'],['The University of Sydney'],Personal Development,https://www.coursera.org/learn/ehealth
Tu consultorio de Coaching en las ondas,4.8,Beginner level,Approx. 6 hours to complete,Flexible schedule,454 reviews,,[],"['Presentación y organización del curso', 'Introducción al mundo del Coaching: qué es y qué no es Coaching ', 'El modelo de conversación del Coaching : fases del proceso de Coaching', 'Habilidades comunicativas I', 'Habilidades comunicativas II']","['Irene Carracedo Gil', 'Carme Brit Garcia', 'Maite Martínez González', 'Toni Pinies Perea', 'Meritxell Obiols Soler']",['Universitat Autònoma de Barcelona'],Personal Development,https://www.coursera.org/learn/coaching-en-las-ondas
Fundamentals of Investing,4.4,Beginner level,7 hours (approximately),Flexible schedule,56 reviews,,"['Risk Aversion', 'Diversification', 'Investment', 'Investment Fees', 'Active vs. Passive Investing']","['Understanding the Different Types of Investments', 'Balancing Risk and Return', 'Developing an Investment Strategy', 'Understanding Taxes and Fees']",['Brian Walsh'],['SoFi'],Personal Development,https://www.coursera.org/learn/investing-fundamentals
"Identifying, Attracting, and Growing Your Digital Audience",4.7,Beginner level,13 hours (approximately),Flexible schedule,237 reviews,"Develop an audience persona based on a target audience.Identify strategies to define, attract, and engage your audience online.Compare social networks and develop a social media strategy designed to meet your marketing goals and objectives.","['Experience Design', 'Social Media', 'E-Commerce', 'Marketing', 'Brand Management']","['Introduction to Digital Marketing', 'Identifying & Defining Your Audience ', 'Attracting & Building Your Audience', 'Maintaining & Engaging Your Audience ']",['Stephane Muller'],"['University of California, Irvine']",Personal Development,https://www.coursera.org/learn/identifying-attracting-and-growing-your-digital-audience
